WORD,POS,INFO,SOURCE_FILE
ago,IN,10,wsj_0003.dp
.,.,4,wsj_0003.dp
It,PRP,2,wsj_0003.dp
has,VBZ,0,wsj_0003.dp
no,DT,4,wsj_0003.dp
bearing,NN,2,wsj_0003.dp
on,IN,4,wsj_0003.dp
our,PRP$,8,wsj_0003.dp
work,NN,8,wsj_0003.dp
force,NN,9,wsj_0003.dp
today,NN,5,wsj_0003.dp
.,.,2,wsj_0003.dp
Yields,NNS,6,wsj_0004.dp
on,IN,1,wsj_0004.dp
money-market,JJ,5,wsj_0004.dp
mutual,JJ,5,wsj_0004.dp
funds,NNS,2,wsj_0004.dp
continued,VBD,0,wsj_0004.dp
to,TO,8,wsj_0004.dp
slide,VB,6,wsj_0004.dp
",",",",6,wsj_0004.dp
amid,IN,6,wsj_0004.dp
signs,NNS,10,wsj_0004.dp
that,IN,11,wsj_0004.dp
portfolio,NN,14,wsj_0004.dp
managers,NNS,15,wsj_0004.dp
expect,VBP,12,wsj_0004.dp
further,JJ,17,wsj_0004.dp
declines,NNS,15,wsj_0004.dp
in,IN,17,wsj_0004.dp
interest,NN,20,wsj_0004.dp
rates,NNS,18,wsj_0004.dp
.,.,6,wsj_0004.dp
The,DT,5,wsj_0004.dp
average,JJ,5,wsj_0004.dp
seven-day,JJ,5,wsj_0004.dp
compound,NN,5,wsj_0004.dp
yield,NN,18,wsj_0004.dp
of,IN,5,wsj_0004.dp
the,DT,10,wsj_0004.dp
400,CD,10,wsj_0004.dp
taxable,JJ,10,wsj_0004.dp
funds,NNS,6,wsj_0004.dp
tracked,VBN,10,wsj_0004.dp
by,IN,11,wsj_0004.dp
IBC,NNP,14,wsj_0004.dp
's,POS,17,wsj_0004.dp
Money,NNP,17,wsj_0004.dp
Fund,NNP,17,wsj_0004.dp
Report,NNP,12,wsj_0004.dp
eased,VBD,0,wsj_0004.dp
a,DT,20,wsj_0004.dp
fraction,NN,18,wsj_0004.dp
of,IN,20,wsj_0004.dp
a,DT,24,wsj_0004.dp
percentage,NN,24,wsj_0004.dp
point,NN,21,wsj_0004.dp
to,TO,18,wsj_0004.dp
8.45,CD,27,wsj_0004.dp
%,NN,25,wsj_0004.dp
from,IN,18,wsj_0004.dp
8.47,CD,30,wsj_0004.dp
%,NN,28,wsj_0004.dp
for,IN,18,wsj_0004.dp
the,DT,33,wsj_0004.dp
week,NN,31,wsj_0004.dp
ended,VBD,33,wsj_0004.dp
Tuesday,NNP,34,wsj_0004.dp
.,.,18,wsj_0004.dp
Compound,NN,2,wsj_0004.dp
yields,NNS,3,wsj_0004.dp
assume,VBP,0,wsj_0004.dp
reinvestment,NN,3,wsj_0004.dp
of,IN,4,wsj_0004.dp
dividends,NNS,5,wsj_0004.dp
and,CC,4,wsj_0004.dp
that,IN,4,wsj_0004.dp
the,DT,11,wsj_0004.dp
current,JJ,11,wsj_0004.dp
yield,NN,12,wsj_0004.dp
continues,VBZ,8,wsj_0004.dp
for,IN,12,wsj_0004.dp
a,DT,15,wsj_0004.dp
year,NN,13,wsj_0004.dp
.,.,3,wsj_0004.dp
Average,JJ,2,wsj_0004.dp
maturity,NN,8,wsj_0004.dp
of,IN,2,wsj_0004.dp
the,DT,6,wsj_0004.dp
funds,NNS,6,wsj_0004.dp
',POS,7,wsj_0004.dp
investments,NNS,3,wsj_0004.dp
lengthened,VBD,0,wsj_0004.dp
by,IN,8,wsj_0004.dp
a,DT,11,wsj_0004.dp
day,NN,9,wsj_0004.dp
to,TO,8,wsj_0004.dp
41,CD,14,wsj_0004.dp
days,NNS,17,wsj_0004.dp
",",",",17,wsj_0004.dp
the,DT,17,wsj_0004.dp
longest,JJS,12,wsj_0004.dp
since,IN,17,wsj_0004.dp
early,JJ,20,wsj_0004.dp
August,NNP,18,wsj_0004.dp
",",",",17,wsj_0004.dp
according,VBG,8,wsj_0004.dp
to,TO,22,wsj_0004.dp
Donoghue,NNP,25,wsj_0004.dp
's,POS,23,wsj_0004.dp
.,.,8,wsj_0004.dp
Longer,JJR,2,wsj_0004.dp
maturities,NNS,3,wsj_0004.dp
are,VBP,0,wsj_0004.dp
thought,VBN,3,wsj_0004.dp
to,TO,6,wsj_0004.dp
indicate,VB,4,wsj_0004.dp
declining,VBG,9,wsj_0004.dp
interest,NN,9,wsj_0004.dp
rates,NNS,6,wsj_0004.dp
because,IN,6,wsj_0004.dp
they,PRP,12,wsj_0004.dp
permit,VBP,10,wsj_0004.dp
portfolio,NN,14,wsj_0004.dp
managers,NNS,16,wsj_0004.dp
to,TO,16,wsj_0004.dp
retain,VB,12,wsj_0004.dp
relatively,RB,19,wsj_0004.dp
higher,JJR,19,wsj_0004.dp
rates,NNS,16,wsj_0004.dp
for,IN,16,wsj_0004.dp
a,DT,23,wsj_0004.dp
longer,JJR,23,wsj_0004.dp
period,NN,20,wsj_0004.dp
.,.,3,wsj_0004.dp
Shorter,JJR,2,wsj_0004.dp
maturities,NNS,3,wsj_0004.dp
are,VBP,0,wsj_0004.dp
considered,VBN,3,wsj_0004.dp
a,DT,6,wsj_0004.dp
sign,NN,4,wsj_0004.dp
of,IN,6,wsj_0004.dp
rising,VBG,9,wsj_0004.dp
rates,NNS,7,wsj_0004.dp
because,IN,4,wsj_0004.dp
portfolio,NN,12,wsj_0004.dp
managers,NNS,13,wsj_0004.dp
can,MD,10,wsj_0004.dp
capture,VB,13,wsj_0004.dp
higher,JJR,16,wsj_0004.dp
rates,NNS,14,wsj_0004.dp
sooner,RB,14,wsj_0004.dp
.,.,3,wsj_0004.dp
The,DT,3,wsj_0004.dp
average,JJ,3,wsj_0004.dp
maturity,NN,27,wsj_0004.dp
for,IN,3,wsj_0004.dp
funds,NNS,4,wsj_0004.dp
open,JJ,5,wsj_0004.dp
only,RB,8,wsj_0004.dp
to,TO,6,wsj_0004.dp
institutions,NNS,8,wsj_0004.dp
",",",",3,wsj_0004.dp
considered,VBN,3,wsj_0004.dp
by,IN,11,wsj_0004.dp
some,DT,12,wsj_0004.dp
to,TO,15,wsj_0004.dp
be,VB,11,wsj_0004.dp
a,DT,18,wsj_0004.dp
stronger,JJR,18,wsj_0004.dp
indicator,NN,15,wsj_0004.dp
because,IN,15,wsj_0004.dp
those,DT,21,wsj_0004.dp
managers,NNS,22,wsj_0004.dp
watch,VBP,19,wsj_0004.dp
the,DT,24,wsj_0004.dp
market,NN,22,wsj_0004.dp
closely,RB,22,wsj_0004.dp
",",",",3,wsj_0004.dp
reached,VBD,0,wsj_0004.dp
a,DT,30,wsj_0004.dp
high,JJ,30,wsj_0004.dp
point,NN,27,wsj_0004.dp
for,IN,30,wsj_0004.dp
the,DT,33,wsj_0004.dp
year,NN,31,wsj_0004.dp
--,:,36,wsj_0004.dp
33,CD,36,wsj_0004.dp
days,NNS,30,wsj_0004.dp
.,.,27,wsj_0004.dp
Nevertheless,RB,16,wsj_0004.dp
",",",",3,wsj_0004.dp
said,VBD,16,wsj_0004.dp
Brenda,NNP,6,wsj_0004.dp
Malizia,NNP,6,wsj_0004.dp
Negus,NNP,8,wsj_0004.dp
",",",",8,wsj_0004.dp
editor,NN,3,wsj_0004.dp
of,IN,8,wsj_0004.dp
Money,NNP,12,wsj_0004.dp
Fund,NNP,12,wsj_0004.dp
Report,NNP,9,wsj_0004.dp
",",",",3,wsj_0004.dp
yields,NNS,16,wsj_0004.dp
``,``,16,wsj_0004.dp
may,MD,0,wsj_0004.dp
blip,VB,16,wsj_0004.dp
up,RP,17,wsj_0004.dp
again,RB,17,wsj_0004.dp
before,IN,17,wsj_0004.dp
they,PRP,22,wsj_0004.dp
blip,VBP,20,wsj_0004.dp
down,RP,22,wsj_0004.dp
'','',17,wsj_0004.dp
because,IN,17,wsj_0004.dp
of,IN,25,wsj_0004.dp
recent,JJ,28,wsj_0004.dp
rises,NNS,25,wsj_0004.dp
in,IN,28,wsj_0004.dp
short-term,JJ,32,wsj_0004.dp
interest,NN,32,wsj_0004.dp
rates,NNS,29,wsj_0004.dp
.,.,16,wsj_0004.dp
The,DT,2,wsj_0004.dp
yield,NN,16,wsj_0004.dp
on,IN,2,wsj_0004.dp
six-month,JJ,6,wsj_0004.dp
Treasury,NNP,6,wsj_0004.dp
bills,NNS,3,wsj_0004.dp
sold,VBN,6,wsj_0004.dp
at,IN,7,wsj_0004.dp
Monday,NNP,10,wsj_0004.dp
's,POS,11,wsj_0004.dp
auction,NN,8,wsj_0004.dp
",",",",16,wsj_0004.dp
for,IN,16,wsj_0004.dp
example,NN,13,wsj_0004.dp
",",",",16,wsj_0004.dp
rose,VBD,0,wsj_0004.dp
to,TO,16,wsj_0004.dp
8.04,CD,19,wsj_0004.dp
%,NN,17,wsj_0004.dp
from,IN,16,wsj_0004.dp
7.90,CD,22,wsj_0004.dp
%,NN,20,wsj_0004.dp
.,.,16,wsj_0004.dp
Despite,IN,8,wsj_0004.dp
recent,JJ,3,wsj_0004.dp
declines,NNS,1,wsj_0004.dp
in,IN,3,wsj_0004.dp
yields,NNS,4,wsj_0004.dp
",",",",8,wsj_0004.dp
investors,NNS,8,wsj_0004.dp
continue,VBP,0,wsj_0004.dp
to,TO,10,wsj_0004.dp
pour,VB,8,wsj_0004.dp
cash,NN,10,wsj_0004.dp
into,IN,10,wsj_0004.dp
money,NN,14,wsj_0004.dp
funds,NNS,12,wsj_0004.dp
.,.,8,wsj_0004.dp
Assets,NNS,7,wsj_0004.dp
of,IN,1,wsj_0004.dp
the,DT,6,wsj_0004.dp
400,CD,6,wsj_0004.dp
taxable,JJ,6,wsj_0004.dp
funds,NNS,2,wsj_0004.dp
grew,VBD,0,wsj_0004.dp
by,IN,7,wsj_0004.dp
$,$,8,wsj_0004.dp
1.5,CD,9,wsj_0004.dp
billion,CD,9,wsj_0004.dp
during,IN,7,wsj_0004.dp
the,DT,15,wsj_0004.dp
latest,JJS,15,wsj_0004.dp
week,NN,12,wsj_0004.dp
",",",",7,wsj_0004.dp
to,TO,7,wsj_0004.dp
$,$,17,wsj_0004.dp
352.7,CD,18,wsj_0004.dp
billion,CD,18,wsj_0004.dp
.,.,7,wsj_0004.dp
Typically,RB,5,wsj_0004.dp
",",",",5,wsj_0004.dp
money-fund,NN,4,wsj_0004.dp
yields,NNS,5,wsj_0004.dp
beat,VBP,0,wsj_0004.dp
comparable,JJ,8,wsj_0004.dp
short-term,JJ,8,wsj_0004.dp
investments,NNS,5,wsj_0004.dp
because,IN,5,wsj_0004.dp
portfolio,NN,11,wsj_0004.dp
managers,NNS,12,wsj_0004.dp
can,MD,9,wsj_0004.dp
vary,VB,12,wsj_0004.dp
maturities,NNS,13,wsj_0004.dp
and,CC,13,wsj_0004.dp
go,VB,13,wsj_0004.dp
after,IN,16,wsj_0004.dp
the,DT,20,wsj_0004.dp
highest,JJS,20,wsj_0004.dp
rates,NNS,17,wsj_0004.dp
.,.,5,wsj_0004.dp
The,DT,4,wsj_0004.dp
top,JJ,4,wsj_0004.dp
money,NN,4,wsj_0004.dp
funds,NNS,5,wsj_0004.dp
are,VBP,0,wsj_0004.dp
currently,RB,5,wsj_0004.dp
yielding,VBG,5,wsj_0004.dp
well,RB,9,wsj_0004.dp
over,IN,11,wsj_0004.dp
9,CD,9,wsj_0004.dp
%,NN,7,wsj_0004.dp
.,.,5,wsj_0004.dp
Dreyfus,NNP,3,wsj_0004.dp
World-Wide,NNP,3,wsj_0004.dp
Dollar,NNP,7,wsj_0004.dp
",",",",7,wsj_0004.dp
the,DT,7,wsj_0004.dp
top-yielding,JJ,7,wsj_0004.dp
fund,NN,9,wsj_0004.dp
",",",",7,wsj_0004.dp
had,VBD,0,wsj_0004.dp
a,DT,13,wsj_0004.dp
seven-day,JJ,13,wsj_0004.dp
compound,NN,13,wsj_0004.dp
yield,NN,9,wsj_0004.dp
of,IN,13,wsj_0004.dp
9.37,CD,16,wsj_0004.dp
%,NN,14,wsj_0004.dp
during,IN,9,wsj_0004.dp
the,DT,20,wsj_0004.dp
latest,JJS,20,wsj_0004.dp
week,NN,17,wsj_0004.dp
",",",",9,wsj_0004.dp
down,RB,9,wsj_0004.dp
from,IN,22,wsj_0004.dp
9.45,CD,25,wsj_0004.dp
%,NN,23,wsj_0004.dp
a,DT,27,wsj_0004.dp
week,NN,28,wsj_0004.dp
earlier,JJR,23,wsj_0004.dp
.,.,9,wsj_0004.dp
It,PRP,2,wsj_0004.dp
invests,VBZ,0,wsj_0004.dp
heavily,RB,2,wsj_0004.dp
in,IN,2,wsj_0004.dp
dollar-denominated,JJ,6,wsj_0004.dp
securities,NNS,4,wsj_0004.dp
overseas,RB,2,wsj_0004.dp
and,CC,2,wsj_0004.dp
is,VBZ,2,wsj_0004.dp
currently,RB,9,wsj_0004.dp
waiving,VBG,9,wsj_0004.dp
management,NN,13,wsj_0004.dp
fees,NNS,11,wsj_0004.dp
",",",",11,wsj_0004.dp
which,WDT,11,wsj_0004.dp
boosts,VBZ,15,wsj_0004.dp
its,PRP$,18,wsj_0004.dp
yield,NN,16,wsj_0004.dp
.,.,2,wsj_0004.dp
The,DT,5,wsj_0004.dp
average,JJ,5,wsj_0004.dp
seven-day,JJ,5,wsj_0004.dp
simple,JJ,5,wsj_0004.dp
yield,NN,10,wsj_0004.dp
of,IN,5,wsj_0004.dp
the,DT,9,wsj_0004.dp
400,CD,9,wsj_0004.dp
funds,NNS,6,wsj_0004.dp
was,VBD,0,wsj_0004.dp
8.12,CD,12,wsj_0004.dp
%,NN,10,wsj_0004.dp
",",",",10,wsj_0004.dp
down,RB,10,wsj_0004.dp
from,IN,14,wsj_0004.dp
8.14,CD,17,wsj_0004.dp
%,NN,15,wsj_0004.dp
.,.,10,wsj_0004.dp
The,DT,4,wsj_0004.dp
30-day,JJ,4,wsj_0004.dp
simple,JJ,4,wsj_0004.dp
yield,NN,5,wsj_0004.dp
fell,VBD,19,wsj_0004.dp
to,TO,5,wsj_0004.dp
an,DT,10,wsj_0004.dp
average,JJ,10,wsj_0004.dp
8.19,CD,10,wsj_0004.dp
%,NN,6,wsj_0004.dp
from,IN,5,wsj_0004.dp
8.22,CD,13,wsj_0004.dp
%,NN,11,wsj_0004.dp
;,:,19,wsj_0004.dp
the,DT,18,wsj_0004.dp
30-day,JJ,18,wsj_0004.dp
compound,NN,18,wsj_0004.dp
yield,NN,19,wsj_0004.dp
slid,VBD,0,wsj_0004.dp
to,TO,19,wsj_0004.dp
an,DT,24,wsj_0004.dp
average,JJ,24,wsj_0004.dp
8.53,CD,24,wsj_0004.dp
%,NN,20,wsj_0004.dp
from,IN,19,wsj_0004.dp
8.56,CD,27,wsj_0004.dp
%,NN,25,wsj_0004.dp
.,.,19,wsj_0004.dp
J.P.,NNP,2,wsj_0005.dp
Bolduc,NNP,5,wsj_0005.dp
",",",",5,wsj_0005.dp
vice,NN,5,wsj_0005.dp
chairman,NN,23,wsj_0005.dp
of,IN,5,wsj_0005.dp
W.R.,NNP,10,wsj_0005.dp
Grace,NNP,10,wsj_0005.dp
&,CC,10,wsj_0005.dp
Co.,NNP,6,wsj_0005.dp
",",",",10,wsj_0005.dp
which,WDT,10,wsj_0005.dp
holds,VBZ,12,wsj_0005.dp
a,DT,17,wsj_0005.dp
83.4,CD,16,wsj_0005.dp
%,NN,17,wsj_0005.dp
interest,NN,13,wsj_0005.dp
in,IN,17,wsj_0005.dp
this,DT,21,wsj_0005.dp
energy-services,JJ,21,wsj_0005.dp
company,NN,18,wsj_0005.dp
",",",",5,wsj_0005.dp
was,VBD,0,wsj_0005.dp
elected,VBN,23,wsj_0005.dp
a,DT,26,wsj_0005.dp
director,NN,24,wsj_0005.dp
.,.,23,wsj_0005.dp
He,PRP,2,wsj_0005.dp
succeeds,VBZ,0,wsj_0005.dp
Terrence,NNP,5,wsj_0005.dp
D.,NNP,5,wsj_0005.dp
Daniels,NNP,12,wsj_0005.dp
",",",",12,wsj_0005.dp
formerly,RB,12,wsj_0005.dp
a,DT,12,wsj_0005.dp
W.R.,NNP,12,wsj_0005.dp
Grace,NNP,12,wsj_0005.dp
vice,NN,12,wsj_0005.dp
chairman,NN,2,wsj_0005.dp
",",",",12,wsj_0005.dp
who,WP,12,wsj_0005.dp
resigned,VBD,14,wsj_0005.dp
.,.,2,wsj_0005.dp
W.R.,NNP,2,wsj_0005.dp
Grace,NNP,3,wsj_0005.dp
holds,VBZ,0,wsj_0005.dp
three,CD,3,wsj_0005.dp
of,IN,4,wsj_0005.dp
Grace,NNP,8,wsj_0005.dp
Energy,NNP,8,wsj_0005.dp
's,POS,11,wsj_0005.dp
seven,CD,11,wsj_0005.dp
board,NN,11,wsj_0005.dp
seats,NNS,5,wsj_0005.dp
.,.,3,wsj_0005.dp
Pacific,NNP,4,wsj_0006.dp
First,NNP,4,wsj_0006.dp
Financial,NNP,4,wsj_0006.dp
Corp.,NNP,5,wsj_0006.dp
said,VBD,0,wsj_0006.dp
shareholders,NNS,7,wsj_0006.dp
approved,VBD,5,wsj_0006.dp
its,PRP$,9,wsj_0006.dp
acquisition,NN,7,wsj_0006.dp
by,IN,9,wsj_0006.dp
Royal,NNP,13,wsj_0006.dp
Trustco,NNP,13,wsj_0006.dp
Ltd.,NNP,10,wsj_0006.dp
of,IN,13,wsj_0006.dp
Toronto,NNP,14,wsj_0006.dp
for,IN,9,wsj_0006.dp
$,$,18,wsj_0006.dp
27,CD,20,wsj_0006.dp
a,DT,20,wsj_0006.dp
share,NN,23,wsj_0006.dp
",",",",23,wsj_0006.dp
or,CC,23,wsj_0006.dp
$,$,16,wsj_0006.dp
212,CD,23,wsj_0006.dp
million,CD,23,wsj_0006.dp
.,.,5,wsj_0006.dp
The,DT,4,wsj_0006.dp
thrift,NN,4,wsj_0006.dp
holding,VBG,4,wsj_0006.dp
company,NN,5,wsj_0006.dp
said,VBD,0,wsj_0006.dp
it,PRP,7,wsj_0006.dp
expects,VBZ,5,wsj_0006.dp
to,TO,9,wsj_0006.dp
obtain,VB,7,wsj_0006.dp
regulatory,JJ,11,wsj_0006.dp
approval,NN,9,wsj_0006.dp
and,CC,9,wsj_0006.dp
complete,VB,9,wsj_0006.dp
the,DT,15,wsj_0006.dp
transaction,NN,13,wsj_0006.dp
by,IN,9,wsj_0006.dp
year-end,NN,16,wsj_0006.dp
.,.,5,wsj_0006.dp
McDermott,NNP,3,wsj_0007.dp
International,NNP,3,wsj_0007.dp
Inc.,NNP,4,wsj_0007.dp
said,VBD,0,wsj_0007.dp
its,PRP$,9,wsj_0007.dp
Babcock,NNP,9,wsj_0007.dp
&,CC,9,wsj_0007.dp
Wilcox,NNP,9,wsj_0007.dp
unit,NN,10,wsj_0007.dp
completed,VBD,4,wsj_0007.dp
the,DT,12,wsj_0007.dp
sale,NN,10,wsj_0007.dp
of,IN,12,wsj_0007.dp
its,PRP$,17,wsj_0007.dp
Bailey,NNP,17,wsj_0007.dp
Controls,NNP,17,wsj_0007.dp
Operations,NNP,13,wsj_0007.dp
to,TO,12,wsj_0007.dp
Finmeccanica,NNP,22,wsj_0007.dp
S.p,NNP,22,wsj_0007.dp
.,.,22,wsj_0007.dp
A.,NNP,18,wsj_0007.dp
for,IN,12,wsj_0007.dp
$,$,23,wsj_0007.dp
295,CD,24,wsj_0007.dp
million,CD,24,wsj_0007.dp
.,.,4,wsj_0007.dp
Finmeccanica,NNP,2,wsj_0007.dp
is,VBZ,0,wsj_0007.dp
an,DT,7,wsj_0007.dp
Italian,JJ,7,wsj_0007.dp
state-owned,JJ,7,wsj_0007.dp
holding,VBG,7,wsj_0007.dp
company,NN,2,wsj_0007.dp
with,IN,7,wsj_0007.dp
interests,NNS,8,wsj_0007.dp
in,IN,9,wsj_0007.dp
the,DT,14,wsj_0007.dp
mechanical,JJ,14,wsj_0007.dp
engineering,NN,14,wsj_0007.dp
industry,NN,10,wsj_0007.dp
.,.,2,wsj_0007.dp
Bailey,NNP,2,wsj_0007.dp
Controls,NNP,10,wsj_0007.dp
",",",",2,wsj_0007.dp
based,VBN,2,wsj_0007.dp
in,IN,4,wsj_0007.dp
Wickliffe,NNP,8,wsj_0007.dp
",",",",8,wsj_0007.dp
Ohio,NNP,5,wsj_0007.dp
",",",",2,wsj_0007.dp
makes,VBZ,0,wsj_0007.dp
computerized,JJ,14,wsj_0007.dp
industrial,JJ,14,wsj_0007.dp
controls,NNS,14,wsj_0007.dp
systems,NNS,10,wsj_0007.dp
.,.,10,wsj_0007.dp
It,PRP,2,wsj_0007.dp
employs,VBZ,0,wsj_0007.dp
"2,700",CD,4,wsj_0007.dp
people,NNS,2,wsj_0007.dp
and,CC,2,wsj_0007.dp
has,VBZ,2,wsj_0007.dp
annual,JJ,8,wsj_0007.dp
revenue,NN,6,wsj_0007.dp
of,IN,8,wsj_0007.dp
about,IN,11,wsj_0007.dp
$,$,9,wsj_0007.dp
370,CD,11,wsj_0007.dp
million,CD,11,wsj_0007.dp
.,.,2,wsj_0007.dp
The,DT,3,wsj_0008.dp
federal,JJ,3,wsj_0008.dp
government,NN,4,wsj_0008.dp
suspended,VBD,0,wsj_0008.dp
sales,NNS,4,wsj_0008.dp
of,IN,5,wsj_0008.dp
U.S.,NNP,9,wsj_0008.dp
savings,NNS,9,wsj_0008.dp
bonds,NNS,6,wsj_0008.dp
because,IN,4,wsj_0008.dp
Congress,NNP,12,wsj_0008.dp
has,VBZ,10,wsj_0008.dp
n't,RB,12,wsj_0008.dp
lifted,VBN,12,wsj_0008.dp
the,DT,16,wsj_0008.dp
ceiling,NN,14,wsj_0008.dp
on,IN,16,wsj_0008.dp
government,NN,19,wsj_0008.dp
debt,NN,17,wsj_0008.dp
.,.,4,wsj_0008.dp
Until,IN,7,wsj_0008.dp
Congress,NNP,3,wsj_0008.dp
acts,VBZ,1,wsj_0008.dp
",",",",7,wsj_0008.dp
the,DT,6,wsj_0008.dp
government,NN,7,wsj_0008.dp
has,VBZ,22,wsj_0008.dp
n't,RB,7,wsj_0008.dp
any,DT,10,wsj_0008.dp
authority,NN,7,wsj_0008.dp
to,TO,12,wsj_0008.dp
issue,VB,10,wsj_0008.dp
new,JJ,15,wsj_0008.dp
debt,NN,15,wsj_0008.dp
obligations,NNS,12,wsj_0008.dp
of,IN,15,wsj_0008.dp
any,DT,18,wsj_0008.dp
kind,NN,16,wsj_0008.dp
",",",",22,wsj_0008.dp
the,DT,21,wsj_0008.dp
Treasury,NNP,22,wsj_0008.dp
said,VBD,0,wsj_0008.dp
.,.,22,wsj_0008.dp
The,DT,3,wsj_0008.dp
government,NN,3,wsj_0008.dp
's,POS,5,wsj_0008.dp
borrowing,NN,5,wsj_0008.dp
authority,NN,6,wsj_0008.dp
dropped,VBD,0,wsj_0008.dp
at,IN,6,wsj_0008.dp
midnight,NN,7,wsj_0008.dp
Tuesday,NNP,6,wsj_0008.dp
to,TO,6,wsj_0008.dp
$,$,10,wsj_0008.dp
2.80,CD,11,wsj_0008.dp
trillion,CD,11,wsj_0008.dp
from,IN,6,wsj_0008.dp
$,$,14,wsj_0008.dp
2.87,CD,15,wsj_0008.dp
trillion,CD,15,wsj_0008.dp
.,.,6,wsj_0008.dp
Legislation,NN,7,wsj_0008.dp
to,TO,3,wsj_0008.dp
lift,VB,1,wsj_0008.dp
the,DT,6,wsj_0008.dp
debt,NN,6,wsj_0008.dp
ceiling,NN,3,wsj_0008.dp
is,VBZ,0,wsj_0008.dp
ensnarled,VBN,7,wsj_0008.dp
in,IN,8,wsj_0008.dp
the,DT,11,wsj_0008.dp
fight,NN,9,wsj_0008.dp
over,IN,11,wsj_0008.dp
cutting,VBG,12,wsj_0008.dp
capital-gains,JJ,15,wsj_0008.dp
taxes,NNS,13,wsj_0008.dp
.,.,7,wsj_0008.dp
The,DT,2,wsj_0008.dp
House,NNP,3,wsj_0008.dp
has,VBZ,17,wsj_0008.dp
voted,VBN,3,wsj_0008.dp
to,TO,6,wsj_0008.dp
raise,VB,4,wsj_0008.dp
the,DT,8,wsj_0008.dp
ceiling,NN,6,wsj_0008.dp
to,TO,6,wsj_0008.dp
$,$,9,wsj_0008.dp
3.1,CD,10,wsj_0008.dp
trillion,CD,10,wsj_0008.dp
",",",",17,wsj_0008.dp
but,CC,17,wsj_0008.dp
the,DT,16,wsj_0008.dp
Senate,NNP,17,wsj_0008.dp
is,VBZ,0,wsj_0008.dp
n't,RB,17,wsj_0008.dp
expected,VBN,17,wsj_0008.dp
to,TO,21,wsj_0008.dp
act,VB,19,wsj_0008.dp
until,IN,21,wsj_0008.dp
next,JJ,24,wsj_0008.dp
week,NN,22,wsj_0008.dp
at,IN,21,wsj_0008.dp
the,DT,27,wsj_0008.dp
earliest,JJS,25,wsj_0008.dp
.,.,17,wsj_0008.dp
The,DT,2,wsj_0008.dp
Treasury,NNP,3,wsj_0008.dp
said,VBD,0,wsj_0008.dp
the,DT,5,wsj_0008.dp
U.S.,NNP,6,wsj_0008.dp
will,MD,3,wsj_0008.dp
default,VB,6,wsj_0008.dp
on,IN,7,wsj_0008.dp
Nov.,NNP,8,wsj_0008.dp
9,CD,9,wsj_0008.dp
if,IN,7,wsj_0008.dp
Congress,NNP,13,wsj_0008.dp
does,VBZ,11,wsj_0008.dp
n't,RB,13,wsj_0008.dp
act,VB,13,wsj_0008.dp
by,IN,15,wsj_0008.dp
then,RB,16,wsj_0008.dp
.,.,3,wsj_0008.dp
Clark,NNP,3,wsj_0009.dp
J.,NNP,3,wsj_0009.dp
Vitulli,NNP,4,wsj_0009.dp
was,VBD,0,wsj_0009.dp
named,VBN,4,wsj_0009.dp
senior,JJ,8,wsj_0009.dp
vice,NN,8,wsj_0009.dp
president,NN,11,wsj_0009.dp
and,CC,11,wsj_0009.dp
general,JJ,11,wsj_0009.dp
manager,NN,5,wsj_0009.dp
of,IN,11,wsj_0009.dp
this,DT,18,wsj_0009.dp
U.S.,NNP,18,wsj_0009.dp
sales,NNS,18,wsj_0009.dp
and,CC,18,wsj_0009.dp
marketing,NN,18,wsj_0009.dp
arm,NN,12,wsj_0009.dp
of,IN,18,wsj_0009.dp
Japanese,JJ,25,wsj_0009.dp
auto,NN,25,wsj_0009.dp
maker,NN,25,wsj_0009.dp
Mazda,NNP,25,wsj_0009.dp
Motor,NNP,25,wsj_0009.dp
Corp,NNP,19,wsj_0009.dp
.,.,4,wsj_0009.dp
In,IN,6,wsj_0009.dp
the,DT,4,wsj_0009.dp
new,JJ,4,wsj_0009.dp
position,NN,1,wsj_0009.dp
he,PRP,6,wsj_0009.dp
will,MD,0,wsj_0009.dp
oversee,VB,6,wsj_0009.dp
Mazda,NNP,9,wsj_0009.dp
's,POS,18,wsj_0009.dp
U.S.,NNP,18,wsj_0009.dp
sales,NNS,18,wsj_0009.dp
",",",",18,wsj_0009.dp
service,NN,18,wsj_0009.dp
",",",",18,wsj_0009.dp
parts,NNS,18,wsj_0009.dp
and,CC,18,wsj_0009.dp
marketing,NN,18,wsj_0009.dp
operations,NNS,7,wsj_0009.dp
.,.,6,wsj_0009.dp
Previously,RB,10,wsj_0009.dp
",",",",10,wsj_0009.dp
Mr.,NNP,4,wsj_0009.dp
Vitulli,NNP,10,wsj_0009.dp
",",",",4,wsj_0009.dp
43,CD,7,wsj_0009.dp
years,NNS,8,wsj_0009.dp
old,JJ,4,wsj_0009.dp
",",",",4,wsj_0009.dp
was,VBD,0,wsj_0009.dp
general,JJ,13,wsj_0009.dp
marketing,NN,13,wsj_0009.dp
manager,NN,10,wsj_0009.dp
of,IN,13,wsj_0009.dp
Chrysler,NNP,17,wsj_0009.dp
Corp.,NNP,17,wsj_0009.dp
's,POS,19,wsj_0009.dp
Chrysler,NNP,19,wsj_0009.dp
division,NN,14,wsj_0009.dp
.,.,10,wsj_0009.dp
He,PRP,2,wsj_0009.dp
had,VBD,0,wsj_0009.dp
been,VBN,2,wsj_0009.dp
